leafmono1_48	gi|168251061|gb|EU338354.1|	90.000	7.43e-42	182	Eukaryota	Zea mays	140	50013	49874
leafmono1_54	gi|288856427|gb|AC190571.5|	89.928	2.67e-41	180	Eukaryota	Zea mays	139	61625	61763
leafmono1_60	gi|1149702136|ref|XR_002230114.1|	87.500	2.73e-26	130	Eukaryota	Aegilops tauschii subsp. tauschii	112	2244	2355
leafmono1_66	gi|530279157|gb|KF184972.1|	100.000	0.006	52.8	Eukaryota	Saccharum hybrid cultivar R570	28	56699	56672
leafmono1_68	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	25063	24923
leafmono1_68	gi|1190752754|gb|KY432787.1|	100.000	1.20e-64	257	Eukaryota	Nardus stricta	139	24573	24711
leafmono1_70	gi|1189419122|gb|CP018164.1|	86.957	4.50e-34	156	Eukaryota	Oryza sativa Indica Group	138	9123652	9123789
leafmono1_71	gi|1435117182|ref|XR_003230268.1|	84.762	1.65e-18	104	Eukaryota	Panicum hallii	105	881	984
leafmono1_74	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	2401	2261
leafmono1_74	gi|1190752754|gb|KY432787.1|	100.000	1.20e-64	257	Eukaryota	Nardus stricta	139	1701	1839
leafmono1_81	gi|376341412|gb|JQ283939.1|	100.000	9.27e-66	261	Eukaryota	Anemarrhena asphodeloides	141	31	171
leafmono1_81	gi|376341412|gb|JQ283939.1|	97.143	1.56e-58	237	Eukaryota	Anemarrhena asphodeloides	140	308	169
leafmono1_90	gi|376341412|gb|JQ283939.1|	100.000	9.27e-66	261	Eukaryota	Anemarrhena asphodeloides	141	31	171
leafmono1_90	gi|376341412|gb|JQ283939.1|	97.143	1.56e-58	237	Eukaryota	Anemarrhena asphodeloides	140	329	190
leafmono1_93	gi|1443041507|ref|XM_015774594.2|	91.489	9.54e-46	195	Eukaryota	Oryza sativa Japonica Group	141	724	864
leafmono1_94	gi|937934639|dbj|AP014966.1|	91.111	1.64e-23	121	Eukaryota	Oryza sativa Japonica Group	90	7762696	7762607
leafmono1_102	gi|1371049414|ref|XM_003562058.3|	96.094	3.41e-50	209	Eukaryota	Brachypodium distachyon	128	504	377
leafmono1_110	gi|1205985508|ref|XM_021449002.1|	93.578	2.69e-36	163	Eukaryota	Sorghum bicolor	109	1737	1845
leafmono1_115	gi|16973904|emb|AL589165.10|	100.000	0.006	52.8	Eukaryota	Homo sapiens	28	27482	27509
leafmono1_132	gi|472833546|gb|JX999996.1|	96.183	3.41e-50	209	Eukaryota	Lolium perenne	131	580141	580266
leafmono1_153	gi|1149724385|ref|XM_020332494.1|	94.340	7.75e-12	82.4	Eukaryota	Aegilops tauschii subsp. tauschii	53	1495	1547
leafmono1_160	gi|1371040826|ref|XM_003557500.4|	89.362	9.61e-41	178	Eukaryota	Brachypodium distachyon	141	824	684
leafmono1_161	gi|1371069354|ref|XM_014899215.2|	82.906	4.60e-19	106	Eukaryota	Brachypodium distachyon	117	1699	1583
leafmono1_163	gi|1282798539|gb|MG560142.1|	91.304	1.01e-05	62.1	Eukaryota	Triticum aestivum	46	4667656	4667699
leafmono1_166	gi|1189419117|gb|CP018159.1|	90.099	7.58e-27	132	Eukaryota	Oryza sativa Indica Group	101	11308391	11308291
leafmono1_167	gi|1189419115|gb|CP018157.1|	85.714	2.71e-31	147	Eukaryota	Oryza sativa Indica Group	140	32333284	32333145
leafmono1_173	gi|1251759688|dbj|AK458536.1|	92.771	5.90e-23	119	Eukaryota	Triticum aestivum	83	2346	2428
leafmono1_174	gi|242386993|emb|FP094246.1|	95.918	3.48e-35	159	Eukaryota	Phyllostachys edulis	98	866	963
leafmono1_177	gi|288856427|gb|AC190571.5|	90.780	1.60e-43	187	Eukaryota	Zea mays	141	58071	57932
leafmono1_177	gi|288856427|gb|AC190571.5|	90.780	1.60e-43	187	Eukaryota	Zea mays	141	64561	64422
leafmono1_180	gi|1149830712|ref|XR_002231684.1|	92.708	1.63e-28	137	Eukaryota	Aegilops tauschii subsp. tauschii	96	976	1071
leafmono1_195	gi|13752406|gb|AF334758.1|	95.775	7.64e-22	115	Eukaryota	Hordeum vulgare subsp. vulgare	71	1488	1418
leafmono1_210	gi|326504793|dbj|AK375493.1|	94.118	7.43e-42	182	Eukaryota	Hordeum vulgare subsp. vulgare	119	975	1093
leafmono1_222	gi|798385710|gb|AC256252.1|	91.489	7.80e-07	65.8	Eukaryota	Hordeum vulgare	47	107859	107813
leafmono1_230	gi|1435121455|ref|XM_025943971.1|	86.408	4.60e-19	106	Eukaryota	Panicum hallii	103	617	719
leafmono1_240	gi|1149829551|ref|XM_020316315.1|	90.411	2.77e-16	97.1	Eukaryota	Aegilops tauschii subsp. tauschii	73	1205	1133
leafmono1_264	gi|288856427|gb|AC190571.5|	90.780	1.60e-43	187	Eukaryota	Zea mays	141	58071	57932
leafmono1_264	gi|288856427|gb|AC190571.5|	90.780	1.60e-43	187	Eukaryota	Zea mays	141	64561	64422
leafmono1_268	gi|1205981687|ref|XM_002441002.2|	87.943	2.08e-37	167	Eukaryota	Sorghum bicolor	141	2611	2471
leafmono1_274	gi|1371044087|ref|XM_003562282.4|	94.175	1.25e-34	158	Eukaryota	Brachypodium distachyon	103	909	807
leafmono1_280	gi|1002850215|ref|XM_006651250.2|	88.235	2.14e-17	100	Eukaryota	Oryza brachyantha	85	815	898
leafmono1_303	gi|937912581|dbj|AP014960.1|	100.000	0.002	54.7	Eukaryota	Oryza sativa Japonica Group	29	3431142	3431170
leafmono1_310	gi|39842608|gb|AY455286.1|	100.000	0.002	54.7	Eukaryota	Zea mays	29	7213	7241
leafmono1_318	gi|312283748|gb|AC243217.1|	85.321	4.60e-19	106	Eukaryota	Panicum virgatum	109	99148	99254
leafmono1_327	gi|1119202495|ref|NM_001112190.3|	89.189	3.58e-15	93.5	Eukaryota	Zea mays	74	903	830
leafmono1_349	gi|1477772548|gb|CP025664.1|	92.500	4.70e-04	56.5	Eukaryota	Ipomoea triloba	40	9328839	9328878
leafmono1_351	gi|1443069334|ref|XM_015777192.2|	80.315	1.29e-14	91.6	Eukaryota	Oryza sativa Japonica Group	127	2263	2138
leafmono1_352	gi|1435142415|ref|XM_025951656.1|	93.478	1.63e-28	137	Eukaryota	Panicum hallii	92	3472	3381
leafmono1_361	gi|1371088595|ref|XM_003578220.4|	91.453	9.67e-36	161	Eukaryota	Brachypodium distachyon	117	1528	1644
leafmono1_368	gi|288856427|gb|AC190571.5|	89.781	3.45e-40	176	Eukaryota	Zea mays	137	61768	61904
leafmono1_372	gi|530746337|gb|KF501582.1|	91.453	9.67e-36	161	Eukaryota	Beckmannia syzigachne	117	6827	6711
leafmono1_374	gi|1002850215|ref|XM_006651250.2|	94.030	2.14e-17	100	Eukaryota	Oryza brachyantha	67	815	881
leafmono1_375	gi|242375447|emb|FP096210.1|	100.000	0.002	54.7	Eukaryota	Phyllostachys edulis	29	1203	1175
leafmono1_376	gi|1358102562|gb|AC276767.1|	87.302	1.68e-08	71.3	Eukaryota	Brachypodium distachyon	63	35865	35927
leafmono1_397	gi|1371050570|ref|XM_010229533.3|	100.000	0.006	52.8	Eukaryota	Brachypodium distachyon	28	1649	1622
leafmono1_400	gi|1443071972|ref|XM_015780318.2|	87.234	9.67e-36	161	Eukaryota	Oryza sativa Japonica Group	141	997	1137
leafmono1_424	gi|1256560934|ref|XM_004970467.2|	84.043	1.67e-13	87.9	Eukaryota	Setaria italica	94	668	761
leafmono1_430	gi|157743441|gb|AC163385.3|	92.500	4.70e-04	56.5	Eukaryota	Medicago truncatula	40	50954	50915
leafmono1_439	gi|359359079|gb|HQ827835.1|	91.603	7.43e-42	182	Eukaryota	Oryza minuta	131	129292	129422
leafmono1_446	gi|1371087273|ref|XM_014903291.2|	90.476	4.53e-29	139	Eukaryota	Brachypodium distachyon	105	1815	1711
leafmono1_457	gi|1460397740|gb|MH051716.1|	100.000	1.62e-33	154	Eukaryota	Triticum aestivum	83	91511	91429
leafmono1_463	gi|284434699|gb|GQ252885.1|	77.941	2.15e-12	84.2	Eukaryota	Phyllostachys edulis	136	1449	1314
leafmono1_464	gi|1336503577|ref|NM_001360251.1|	94.030	5.95e-18	102	Eukaryota	Zea mays	67	3046	2980
leafmono1_465	gi|312283761|gb|AC243230.1|	91.429	3.43e-45	193	Eukaryota	Panicum virgatum	140	20050	19911
leafmono1_474	gi|1189419115|gb|CP018157.1|	86.923	9.74e-31	145	Eukaryota	Oryza sativa Indica Group	130	22984710	22984838
leafmono1_477	gi|1371050570|ref|XM_010229533.3|	86.000	0.006	52.8	Eukaryota	Brachypodium distachyon	50	1649	1601
leafmono1_488	gi|1371065836|ref|XM_024459465.1|	90.909	2.11e-27	134	Eukaryota	Brachypodium distachyon	99	2785	2687
leafmono1_499	gi|312283770|gb|AC243239.1|	94.074	4.41e-49	206	Eukaryota	Panicum virgatum	135	66716	66850
leafmono1_506	gi|1435156125|ref|XM_025958700.1|	90.164	2.79e-11	80.5	Eukaryota	Panicum hallii	61	3611	3551
leafmono1_510	gi|1371062280|ref|XM_010232956.3|	91.589	7.53e-32	148	Eukaryota	Brachypodium distachyon	107	539	645
leafmono1_554	gi|1371042354|ref|XM_010240345.3|	92.105	1.28e-19	108	Eukaryota	Brachypodium distachyon	76	2175	2100
leafmono1_564	gi|1205960741|ref|XM_021461791.1|	89.831	3.60e-10	76.8	Eukaryota	Sorghum bicolor	59	345	287
leafmono1_567	gi|1189419124|gb|CP018166.1|	91.000	2.11e-27	134	Eukaryota	Oryza sativa Indica Group	100	20945058	20944959
leafmono1_582	gi|1091790972|ref|XM_009421287.2|	90.000	7.80e-07	65.8	Eukaryota	Musa acuminata subsp. malaccensis	50	213	262
leafmono1_584	gi|1256769318|ref|XM_004982520.3|	91.000	5.86e-28	135	Eukaryota	Setaria italica	100	2432	2531
leafmono1_587	gi|937901440|dbj|AP014958.1|	83.516	1.00e-10	78.7	Eukaryota	Oryza sativa Japonica Group	91	3477240	3477151
leafmono1_591	gi|1189419117|gb|CP018159.1|	93.750	9.74e-31	145	Eukaryota	Oryza sativa Indica Group	96	31669298	31669203
leafmono1_598	gi|1205960215|ref|XM_002448918.2|	92.045	1.27e-24	124	Eukaryota	Sorghum bicolor	88	1760	1847
leafmono1_601	gi|326492551|dbj|AK370861.1|	96.629	7.53e-32	148	Eukaryota	Hordeum vulgare subsp. vulgare	89	1313	1401
leafmono1_613	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	14943	14803
leafmono1_613	gi|1190752754|gb|KY432787.1|	100.000	1.20e-64	257	Eukaryota	Nardus stricta	139	14680	14818
leafmono1_622	gi|312283748|gb|AC243217.1|	97.143	3.63e-05	60.2	Eukaryota	Panicum virgatum	35	22855	22821
leafmono1_631	gi|1002835513|ref|XM_015833788.1|	91.667	2.12e-22	117	Eukaryota	Oryza brachyantha	84	679	762
leafmono1_635	gi|1251755442|dbj|AK453973.1|	90.099	7.58e-27	132	Eukaryota	Triticum aestivum	101	639	739
leafmono1_640	gi|1189419117|gb|CP018159.1|	97.030	1.61e-38	171	Eukaryota	Oryza sativa Indica Group	101	33367883	33367783
leafmono1_649	gi|1318663330|ref|NM_001359384.1|	88.889	2.14e-17	100	Eukaryota	Zea mays	81	3506	3586
leafmono1_654	gi|1149782108|ref|XM_020298246.1|	93.671	5.90e-23	119	Eukaryota	Aegilops tauschii subsp. tauschii	79	874	952
leafmono1_656	gi|210077706|gb|FJ374544.1|	100.000	0.006	52.8	Eukaryota	Triticum monococcum	28	482	509
leafmono1_679	gi|193848478|gb|EU730894.1|	87.500	1.28e-19	108	Eukaryota	Brachypodium distachyon	96	61069	61160
leafmono1_691	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	3147	3007
leafmono1_691	gi|1190752754|gb|KY432787.1|	100.000	1.20e-64	257	Eukaryota	Nardus stricta	139	2778	2916
leafmono1_694	gi|1189419123|gb|CP018165.1|	82.222	4.66e-09	73.1	Eukaryota	Oryza sativa Indica Group	90	7224950	7224863
leafmono1_723	gi|288856427|gb|AC190571.5|	90.071	7.43e-42	182	Eukaryota	Zea mays	141	58071	57932
leafmono1_723	gi|288856427|gb|AC190571.5|	90.071	7.43e-42	182	Eukaryota	Zea mays	141	64561	64422
leafmono1_745	gi|1371083062|ref|XM_010236747.3|	90.769	1.67e-13	87.9	Eukaryota	Brachypodium distachyon	65	3888	3952
leafmono1_747	gi|1435122836|ref|XM_025944639.1|	91.667	2.12e-22	117	Eukaryota	Panicum hallii	84	608	691
leafmono1_775	gi|1435117320|ref|XM_025970824.1|	80.769	2.14e-17	100	Eukaryota	Panicum hallii	130	270	142
leafmono1_813	gi|1149759625|ref|XM_020345636.1|	95.714	2.75e-21	113	Eukaryota	Aegilops tauschii subsp. tauschii	70	1185	1254
leafmono1_819	gi|1358102552|gb|AC276757.1|	92.086	2.65e-46	196	Eukaryota	Brachypodium distachyon	139	12137	12275
leafmono1_832	gi|312283748|gb|AC243217.1|	85.185	2.11e-27	134	Eukaryota	Panicum virgatum	135	99101	99232
leafmono1_834	gi|255091047|gb|GQ409825.1|	82.353	2.12e-22	117	Eukaryota	Triticum aestivum	136	37399	37533
leafmono1_842	gi|1435188698|ref|XM_025937903.1|	92.199	2.05e-47	200	Eukaryota	Panicum hallii	141	1157	1017
leafmono1_842	gi|1435188698|ref|XM_025937903.1|	92.920	7.48e-37	165	Eukaryota	Panicum hallii	113	828	940
leafmono1_843	gi|1189419116|gb|CP018158.1|	85.714	3.53e-25	126	Eukaryota	Oryza sativa Indica Group	119	36861315	36861433
leafmono1_860	gi|1189419124|gb|CP018166.1|	82.759	1.65e-18	104	Eukaryota	Oryza sativa Indica Group	116	14091764	14091649
leafmono1_865	gi|1189419126|gb|CP018168.1|	89.362	9.61e-41	178	Eukaryota	Oryza sativa Indica Group	141	210666	210526
leafmono1_873	gi|242380392|emb|FP101723.1|	98.214	2.65e-46	196	Eukaryota	Phyllostachys edulis	112	58	169
leafmono1_873	gi|242380392|emb|FP101723.1|	95.238	2.11e-27	134	Eukaryota	Phyllostachys edulis	84	379	296
leafmono1_881	gi|1001066065|gb|KT582299.1|	90.769	1.67e-13	87.9	Eukaryota	Triticum aestivum	65	1245	1181
leafmono1_911	gi|965668308|dbj|AP015037.1|	85.000	7.75e-12	82.4	Eukaryota	Vigna angularis var. angularis	80	24389	24468
leafmono1_911	gi|965668308|dbj|AP015037.1|	85.000	7.75e-12	82.4	Eukaryota	Vigna angularis var. angularis	80	21697129	21697208
leafmono1_944	gi|1371074602|ref|XM_014900978.2|	100.000	1.31e-04	58.4	Eukaryota	Brachypodium distachyon	31	2296	2326
leafmono1_946	gi|1371073536|ref|XM_024460700.1|	88.889	1.00e-10	78.7	Eukaryota	Brachypodium distachyon	63	283	345
leafmono1_954	gi|1189419123|gb|CP018165.1|	85.455	7.64e-22	115	Eukaryota	Oryza sativa Indica Group	110	4522176	4522067
leafmono1_957	gi|685042146|emb|LN590671.1|	100.000	0.006	52.8	Eukaryota	Cyprinus carpio	28	8049023	8048996
leafmono1_959	gi|1149797298|ref|XM_020303847.1|	94.737	3.63e-05	60.2	Eukaryota	Aegilops tauschii subsp. tauschii	38	2179	2216
leafmono1_966	gi|1149779592|ref|XM_020297313.1|	90.000	9.81e-26	128	Eukaryota	Aegilops tauschii subsp. tauschii	100	202	300
leafmono1_968	gi|1189419119|gb|CP018161.1|	88.571	2.79e-11	80.5	Eukaryota	Oryza sativa Indica Group	70	16418170	16418101
leafmono1_985	gi|798385710|gb|AC256252.1|	85.714	7.80e-07	65.8	Eukaryota	Hordeum vulgare	63	107812	107874
leafmono1_1022	gi|29243377|dbj|AP002345.4|	100.000	0.006	52.8	Eukaryota	Homo sapiens	28	14006	14033
leafmono1_1044	gi|1371063101|ref|XM_024459003.1|	90.845	4.44e-44	189	Eukaryota	Brachypodium distachyon	142	2071	2211
leafmono1_1045	gi|1371062756|ref|XM_024458954.1|	95.000	9.95e-16	95.3	Eukaryota	Brachypodium distachyon	60	4333	4392
leafmono1_1057	gi|937928473|dbj|AP014964.1|	80.851	1.28e-19	108	Eukaryota	Oryza sativa Japonica Group	141	26752919	26752780
leafmono1_1085	gi|1358102518|gb|AC276723.1|	82.692	4.63e-14	89.8	Eukaryota	Brachypodium distachyon	104	19495	19394
leafmono1_1090	gi|1189419121|gb|CP018163.1|	85.567	2.14e-17	100	Eukaryota	Oryza sativa Indica Group	97	29729032	29729127
leafmono1_1096	gi|1189419121|gb|CP018163.1|	96.330	2.67e-41	180	Eukaryota	Oryza sativa Indica Group	109	369905	369797
leafmono1_1101	gi|242385315|emb|FP093366.1|	94.340	7.75e-12	82.4	Eukaryota	Phyllostachys edulis	53	932	984
leafmono1_1114	gi|530279157|gb|KF184972.1|	88.489	5.78e-38	169	Eukaryota	Saccharum hybrid cultivar R570	139	58508	58370
leafmono1_1114	gi|530279157|gb|KF184972.1|	79.412	3.58e-15	93.5	Eukaryota	Saccharum hybrid cultivar R570	136	69042	69175
leafmono1_1124	gi|242384121|emb|FP092765.1|	94.937	1.27e-24	124	Eukaryota	Phyllostachys edulis	79	746	824
leafmono1_1184	gi|902284430|gb|KP325327.1|	100.000	3.33e-65	259	Eukaryota	Nardus stricta	140	183	322
leafmono1_1184	gi|902284430|gb|KP325327.1|	100.000	3.43e-45	193	Eukaryota	Nardus stricta	104	464	361
leafmono1_1192	gi|288856427|gb|AC190571.5|	91.489	3.43e-45	193	Eukaryota	Zea mays	141	58071	57932
leafmono1_1192	gi|288856427|gb|AC190571.5|	91.489	3.43e-45	193	Eukaryota	Zea mays	141	64561	64422
leafmono1_1211	gi|1001013700|gb|KU699265.1|	95.455	4.60e-19	106	Eukaryota	Aristida stricta	66	621	556
leafmono1_1218	gi|1042907536|emb|LT594788.1|	97.059	1.31e-04	58.4	Eukaryota	Theobroma cacao	34	15454656	15454623
leafmono1_1233	gi|965599522|dbj|AP015038.1|	91.667	7.80e-07	65.8	Eukaryota	Vigna angularis var. angularis	48	7453307	7453354
leafmono1_1234	gi|937934639|dbj|AP014966.1|	91.579	7.58e-27	132	Eukaryota	Oryza sativa Japonica Group	95	7762696	7762602
leafmono1_1243	gi|297153409|gb|CP002047.1|	96.875	0.006	52.8	Bacteria	Streptomyces bingchenggensis BCW-1	32	1239271	1239302
leafmono1_1245	gi|1443060637|ref|XM_015771607.2|	94.545	5.99e-13	86.1	Eukaryota	Oryza sativa Japonica Group	55	742	688
leafmono1_1251	gi|1371098928|ref|XM_003581544.4|	93.151	1.28e-19	108	Eukaryota	Brachypodium distachyon	73	1310	1238
leafmono1_1252	gi|1205956407|ref|XM_021460471.1|	91.525	7.75e-12	82.4	Eukaryota	Sorghum bicolor	59	1147	1089
leafmono1_1257	gi|1477772547|gb|CP025663.1|	100.000	0.002	54.7	Eukaryota	Ipomoea triloba	29	11890225	11890253
leafmono1_1286	gi|1126731459|emb|LT669789.1|	100.000	4.70e-04	56.5	Eukaryota	Arabis alpina	30	11145919	11145948
leafmono1_1298	gi|151419811|dbj|AK251163.1|	84.828	1.26e-29	141	Eukaryota	Hordeum vulgare subsp. vulgare	145	1304	1161
leafmono1_1314	gi|1149705225|ref|XM_020323146.1|	96.970	0.002	54.7	Eukaryota	Aegilops tauschii subsp. tauschii	33	1448	1416
leafmono1_1339	gi|1189419115|gb|CP018157.1|	90.141	3.58e-15	93.5	Eukaryota	Oryza sativa Indica Group	71	23674507	23674437
leafmono1_1339	gi|1189419115|gb|CP018157.1|	88.571	5.99e-13	86.1	Eukaryota	Oryza sativa Indica Group	70	23686582	23686513
leafmono1_1339	gi|1189419115|gb|CP018157.1|	89.062	2.79e-11	80.5	Eukaryota	Oryza sativa Indica Group	64	23696583	23696646
leafmono1_1341	gi|1109246023|ref|XM_019342202.1|	100.000	0.006	52.8	Eukaryota	Ipomoea nil	28	529	502
leafmono1_1342	gi|1384051982|ref|XM_024897790.1|	100.000	0.006	52.8	Eukaryota	Trichoderma citrinoviride	28	257	284
leafmono1_1345	gi|242384953|emb|FP098353.1|	94.048	9.81e-26	128	Eukaryota	Phyllostachys edulis	84	573	490
leafmono1_1354	gi|340799549|gb|JN239117.1|	85.897	7.75e-12	82.4	Eukaryota	Oryza rufipogon	78	281	357
leafmono1_1374	gi|1377213962|gb|MF737073.1|	92.857	1.58e-48	204	Eukaryota	Saccharum hybrid cultivar SP80-3280	140	72162	72301
leafmono1_1378	gi|326511165|dbj|AK356379.1|	88.462	1.25e-34	158	Eukaryota	Hordeum vulgare subsp. vulgare	130	1056	1185
leafmono1_1397	gi|13752406|gb|AF334758.1|	97.059	7.64e-22	115	Eukaryota	Hordeum vulgare subsp. vulgare	68	1473	1406
leafmono1_1398	gi|1435158027|ref|XM_025959716.1|	89.362	3.63e-05	60.2	Eukaryota	Panicum hallii	47	886	932
leafmono1_1401	gi|937920774|dbj|AP014962.1|	90.741	1.68e-08	71.3	Eukaryota	Oryza sativa Japonica Group	54	8660922	8660974
leafmono1_1401	gi|937920774|dbj|AP014962.1|	89.474	1.68e-08	71.3	Eukaryota	Oryza sativa Japonica Group	57	20880749	20880694
leafmono1_1409	gi|1371065943|ref|XM_003566008.4|	87.943	9.67e-36	161	Eukaryota	Brachypodium distachyon	141	309	170
leafmono1_1458	gi|39842608|gb|AY455286.1|	90.909	1.31e-04	58.4	Eukaryota	Zea mays	44	7199	7241
leafmono1_1465	gi|1042907544|emb|LT594795.1|	89.091	6.03e-08	69.4	Eukaryota	Theobroma cacao	55	19418342	19418396
leafmono1_1466	gi|1371041365|ref|XM_003557566.4|	92.308	9.81e-26	128	Eukaryota	Brachypodium distachyon	91	729	819
leafmono1_1466	gi|1371041365|ref|XM_003557566.4|	98.361	1.28e-19	108	Eukaryota	Brachypodium distachyon	61	910	850
leafmono1_1477	gi|1315014902|ref|XM_020540467.2|	91.743	5.82e-33	152	Eukaryota	Zea mays	109	1764	1656
leafmono1_1501	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	13848	13988
leafmono1_1501	gi|1190752754|gb|KY432787.1|	100.000	1.20e-64	257	Eukaryota	Nardus stricta	139	14113	13975
leafmono1_1514	gi|1477772552|gb|CP025668.1|	97.143	3.63e-05	60.2	Eukaryota	Ipomoea triloba	35	23687542	23687576
leafmono1_1531	gi|937893927|dbj|AP014957.1|	77.698	4.66e-09	73.1	Eukaryota	Oryza sativa Japonica Group	139	11549363	11549229
leafmono1_1534	gi|1435191137|ref|XM_025939162.1|	93.750	4.66e-09	73.1	Eukaryota	Panicum hallii	48	498	451
leafmono1_1536	gi|215254413|gb|FJ427399.1|	88.028	7.48e-37	165	Eukaryota	Triticum turgidum	142	52771	52910
leafmono1_1544	gi|1149759625|ref|XM_020345636.1|	93.421	9.88e-21	111	Eukaryota	Aegilops tauschii subsp. tauschii	76	1180	1254
leafmono1_1558	gi|226509613|ref|NM_001154310.1|	88.235	5.95e-18	102	Eukaryota	Zea mays	85	1560	1644
leafmono1_1570	gi|1377213962|gb|MF737073.1|	86.466	2.71e-31	147	Eukaryota	Saccharum hybrid cultivar SP80-3280	133	72325	72457
leafmono1_1609	gi|13752406|gb|AF334758.1|	97.101	2.12e-22	117	Eukaryota	Hordeum vulgare subsp. vulgare	69	1479	1411
leafmono1_1630	gi|1190752754|gb|KY432787.1|	100.000	9.27e-66	261	Eukaryota	Nardus stricta	141	78656	78796
leafmono1_1630	gi|1190752754|gb|KY432787.1|	99.281	5.58e-63	252	Eukaryota	Nardus stricta	139	78998	78860
leafmono1_1641	gi|1371049838|ref|XR_732790.3|	93.617	6.03e-08	69.4	Eukaryota	Brachypodium distachyon	47	2271	2226
leafmono1_1686	gi|1205989477|ref|XM_021450343.1|	89.899	9.81e-26	128	Eukaryota	Sorghum bicolor	99	2262	2360
leafmono1_1688	gi|288856427|gb|AC190571.5|	81.343	4.60e-19	106	Eukaryota	Zea mays	134	60250	60383
leafmono1_1703	gi|284434699|gb|GQ252885.1|	79.808	1.30e-09	75.0	Eukaryota	Phyllostachys edulis	104	1449	1346
leafmono1_1707	gi|326513963|dbj|AK360925.1|	90.526	3.53e-25	126	Eukaryota	Hordeum vulgare subsp. vulgare	95	1070	1164
leafmono1_1716	gi|242382430|emb|FP097217.1|	89.565	9.74e-31	145	Eukaryota	Phyllostachys edulis	115	567	680
leafmono1_1720	gi|312283748|gb|AC243217.1|	92.308	4.70e-04	56.5	Eukaryota	Panicum virgatum	39	22859	22821
leafmono1_1778	gi|1189419117|gb|CP018159.1|	91.489	9.54e-46	195	Eukaryota	Oryza sativa Indica Group	141	35684066	35684206
leafmono1_1790	gi|1435178907|ref|XM_025970431.1|	95.652	1.30e-09	75.0	Eukaryota	Panicum hallii	46	146	191
