A00627:602:H3HGVDSX7:4:1137:20103:24878:CCC_CCG;size=1	gi|1190752754|gb|KY432787.1|	100.000	5.87e-132	481	N/A	N/A	260	78400	78659
A00627:602:H3HGVDSX7:4:1139:11704:26522:TCA_CAA;size=1	gi|1190752754|gb|KY432787.1|	100.000	5.87e-132	481	N/A	N/A	260	81643	81902
A00627:602:H3HGVDSX7:4:1139:11704:26522:TCA_CAA;size=1	gi|1190752754|gb|KY432787.1|	100.000	5.87e-132	481	N/A	N/A	260	133641	133382
A00627:602:H3HGVDSX7:4:1102:29125:19680:CTT_CGG;size=2	gi|1256457034|ref|XM_004959923.4|	77.358	0.002	54.7	N/A	N/A	106	325	421
A00627:602:H3HGVDSX7:4:1117:5629:36605:ATT_AGC;size=1	gi|1371099303|ref|XR_002961428.1|	91.964	1.45e-33	154	N/A	N/A	112	148	257
A00627:602:H3HGVDSX7:4:1117:5629:36605:ATT_AGC;size=1	gi|1371099303|ref|XR_002961428.1|	100.000	0.005	52.8	N/A	N/A	28	98	125
A00627:602:H3HGVDSX7:4:1129:24668:35916:TTT_CCG;size=1	gi|1282798539|gb|MG560142.1|	83.539	8.41e-56	228	N/A	N/A	243	3201346	3201104
A00627:602:H3HGVDSX7:4:1155:1678:19241:TAA_GCG;size=1	gi|1177648105|dbj|AP011471.1|	100.000	0.002	54.7	N/A	N/A	29	117938	117910
A00627:602:H3HGVDSX7:4:1120:17020:1282:ATC_CAC;size=15	gi|1358102518|gb|AC276723.1|	77.707	4.12e-14	89.8	N/A	N/A	157	19345	19495
A00627:602:H3HGVDSX7:4:1101:28610:2347:ACT_AGC;size=1	gi|1435121455|ref|XM_025943971.1|	80.952	4.04e-29	139	N/A	N/A	189	617	805
A00627:602:H3HGVDSX7:4:1131:5168:27508:TTC_CCA;size=1	gi|1189419121|gb|CP018163.1|	74.026	8.86e-16	95.3	N/A	N/A	231	14216178	14216408
A00627:602:H3HGVDSX7:4:1113:1371:12320:ACC_CAG;size=1	gi|1189419120|gb|CP018162.1|	95.652	1.15e-09	75.0	N/A	N/A	46	21722943	21722988
A00627:602:H3HGVDSX7:4:1109:11171:30953:ATG_GCG;size=2	gi|332640072|gb|CP002686.1|	100.000	0.005	52.8	N/A	N/A	28	23429372	23429345
A00627:602:H3HGVDSX7:4:1129:26214:10347:ACA_CGG;size=1	gi|1189419115|gb|CP018157.1|	87.755	1.16e-04	58.4	N/A	N/A	49	12564821	12564773
A00627:602:H3HGVDSX7:4:1101:10646:5024:TGA_CAG;size=1	gi|1282797651|gb|MG560141.1|	76.316	6.74e-22	115	N/A	N/A	228	4255939	4256161
A00627:602:H3HGVDSX7:4:1125:1090:15812:CGC_AAG;size=1	gi|937934639|dbj|AP014966.1|	84.444	1.47e-13	87.9	N/A	N/A	90	11376457	11376545
A00627:602:H3HGVDSX7:4:1129:7129:26209:TTA_GCC;size=1	gi|1443083269|ref|XR_003242628.1|	81.646	5.21e-23	119	N/A	N/A	158	1877	1731
A00627:602:H3HGVDSX7:4:1118:23059:36198:TCC_AAC;size=16	gi|1435170311|ref|XM_025965973.1|	80.315	1.08e-44	191	N/A	N/A	254	457	709
A00627:602:H3HGVDSX7:4:1128:21947:14356:TAA_GCG;size=1	gi|1251754685|dbj|AK453216.1|	91.964	1.10e-34	158	N/A	N/A	112	1089	978
A00627:602:H3HGVDSX7:4:1135:24740:4319:TAT_GCG;size=1	gi|1251766873|dbj|AK449032.1|	84.810	8.81e-11	78.7	N/A	N/A	79	1528	1606
A00627:602:H3HGVDSX7:4:1105:8422:22874:CAC_ACC;size=5	gi|1205974078|ref|XM_021466051.1|	85.294	8.28e-51	211	N/A	N/A	204	983	1186
A00627:602:H3HGVDSX7:4:1159:18855:1611:CTT_CCA;size=2	gi|1189419120|gb|CP018162.1|	88.000	6.59e-32	148	N/A	N/A	125	17068601	17068477
A00627:602:H3HGVDSX7:4:1102:5023:3615:TTC_GGC;size=18	gi|15407553|gb|AY038006.1|	84.375	1.76e-62	250	N/A	N/A	256	103	358
A00627:602:H3HGVDSX7:4:1110:14868:6825:ACT_CAC;size=1	gi|189182358|gb|AC226075.1|	81.224	2.32e-46	196	N/A	N/A	245	79271	79514
A00627:602:H3HGVDSX7:4:1122:20292:18223:CCT_GGA;size=1	gi|1256307467|ref|XM_012846954.2|	87.097	3.96e-29	139	N/A	N/A	124	252	374
A00627:602:H3HGVDSX7:4:1122:30472:3693:TTC_AGG;size=1	gi|1189419118|gb|CP018160.1|	91.566	2.29e-56	230	N/A	N/A	166	15728151	15728316
A00627:602:H3HGVDSX7:4:1129:2501:2503:TGG_CGA;size=3	gi|215254413|gb|FJ427399.1|	86.719	2.24e-71	279	N/A	N/A	256	53023	52771
A00627:602:H3HGVDSX7:4:1103:29396:23437:TCC_ACC;size=1	gi|196259883|gb|AC231512.1|	94.340	2.34e-36	163	N/A	N/A	106	20649	20754
A00627:602:H3HGVDSX7:4:1126:25527:21652:GCT_GAA;size=3	gi|1443035734|ref|XM_015757609.2|	97.500	5.23e-08	69.4	N/A	N/A	40	137	176
A00627:602:H3HGVDSX7:4:1122:18114:20306:TCC_CCC;size=1	gi|1371042405|ref|XM_003557196.4|	91.758	1.74e-62	250	N/A	N/A	182	518	338
A00627:602:H3HGVDSX7:4:1117:6036:30170:CGT_CGC;size=2	gi|1282797651|gb|MG560141.1|	100.000	0.001	54.7	N/A	N/A	29	4615966	4615994
A00627:602:H3HGVDSX7:4:1131:17499:24314:CGT_ACG;size=1	gi|1002843535|ref|XM_006647106.2|	91.707	4.75e-73	285	N/A	N/A	205	1002	1206
A00627:602:H3HGVDSX7:4:1142:17436:4413:TTT_AGC;size=1	gi|1189419126|gb|CP018168.1|	85.490	8.00e-66	261	N/A	N/A	255	21862400	21862653
A00627:602:H3HGVDSX7:4:1145:6741:9784:TCT_GAC;size=2	gi|1282797651|gb|MG560141.1|	100.000	0.005	52.8	N/A	N/A	28	4158853	4158880
A00627:602:H3HGVDSX7:4:1105:28863:19100:CAT_AGG;size=1	gi|1256349453|ref|XM_004955451.4|	100.000	0.005	52.8	N/A	N/A	28	13	40
A00627:602:H3HGVDSX7:4:1125:12906:19805:TAT_CCG;size=2	gi|1189419118|gb|CP018160.1|	84.848	8.55e-16	95.3	N/A	N/A	99	2479899	2479803
A00627:602:H3HGVDSX7:4:1127:30608:20275:TTT_CAA;size=1	gi|1177647900|dbj|AP011465.1|	86.842	5.12e-13	86.1	N/A	N/A	76	98274	98199
A00627:602:H3HGVDSX7:4:1101:25500:2879:CAA_GCG;size=1	gi|1149699857|ref|XM_020299421.1|	94.667	1.82e-22	117	N/A	N/A	75	734	808
A00627:602:H3HGVDSX7:4:1118:15347:2425:CTC_ACA;size=2	gi|242387993|emb|FP099820.1|	94.521	2.34e-21	113	N/A	N/A	73	580	652
A00627:602:H3HGVDSX7:4:1131:24695:20932:TAC_CCG;size=1	gi|1477772555|gb|CP025671.1|	87.395	1.80e-27	134	N/A	N/A	119	243552	243669
A00627:602:H3HGVDSX7:4:1131:24695:20932:TAC_CCG;size=1	gi|1477772555|gb|CP025671.1|	84.874	6.50e-22	115	N/A	N/A	119	11503542	11503426
A00627:602:H3HGVDSX7:4:1131:24695:20932:TAC_CCG;size=1	gi|1477772555|gb|CP025671.1|	84.426	2.34e-21	113	N/A	N/A	122	21277412	21277292
A00627:602:H3HGVDSX7:4:1131:24695:20932:TAC_CCG;size=1	gi|1477772555|gb|CP025671.1|	83.471	3.91e-19	106	N/A	N/A	121	23669161	23669043
A00627:602:H3HGVDSX7:4:1131:24695:20932:TAC_CCG;size=1	gi|1477772555|gb|CP025671.1|	83.051	1.41e-18	104	N/A	N/A	118	995575	995460
A00627:602:H3HGVDSX7:4:1134:6976:34710:ACT_GCG;size=1	gi|440577350|emb|FO203441.1|	76.966	3.94e-14	89.8	N/A	N/A	178	85408	85237
A00627:602:H3HGVDSX7:4:1153:30635:36417:TAT_CCA;size=1	gi|937893927|dbj|AP014957.1|	100.000	0.001	54.7	N/A	N/A	29	11549335	11549363
A00627:602:H3HGVDSX7:4:1114:8630:5447:TTT_GAG;size=21	gi|264683478|gb|GU142949.1|	91.080	1.29e-73	287	N/A	N/A	213	55178	54967
A00627:602:H3HGVDSX7:4:1112:23131:29904:ATT_GCG;size=9	gi|1059048066|gb|KU997025.1|	81.818	6.49e-17	99.0	N/A	N/A	121	528002	527884
A00627:602:H3HGVDSX7:4:1145:3052:13416:AAC_CCG;size=7	gi|1473265773|gb|KY826235.1|	99.187	7.23e-121	444	N/A	N/A	246	297	52
A00627:602:H3HGVDSX7:4:1106:14787:35117:TAC_GCA;size=2	gi|1205976037|ref|XM_002442660.2|	82.500	1.39e-18	104	N/A	N/A	120	2272	2154
A00627:602:H3HGVDSX7:4:1102:27082:21903:TAC_AAC;size=2	gi|1189419115|gb|CP018157.1|	97.059	1.10e-04	58.4	N/A	N/A	34	24131062	24131029
A00627:602:H3HGVDSX7:4:1132:8015:37012:CCT_CGG;size=1	gi|1371073944|ref|XM_010235933.3|	95.876	1.05e-34	158	N/A	N/A	97	986	1082
A00627:602:H3HGVDSX7:4:1138:10691:5008:CAC_ACG;size=1	gi|1149840688|ref|XM_020320713.1|	100.000	4.99e-18	102	N/A	N/A	55	655	709
A00627:602:H3HGVDSX7:4:1104:3459:24298:GTA_GCG;size=1	gi|1371075889|ref|XM_024461202.1|	84.362	3.63e-59	239	N/A	N/A	243	1643	1885
A00627:602:H3HGVDSX7:4:1112:20039:9925:ATT_CCA;size=2	gi|1095430068|gb|CP017786.1|	100.000	3.90e-04	56.5	N/A	N/A	30	3455331	3455302
A00627:602:H3HGVDSX7:4:1110:11840:20682:CAG_CGC;size=3	gi|1282798539|gb|MG560142.1|	90.840	2.87e-40	176	N/A	N/A	131	3583164	3583294
A00627:602:H3HGVDSX7:4:1110:11840:20682:CAG_CGC;size=3	gi|1282798539|gb|MG560142.1|	90.840	2.87e-40	176	N/A	N/A	131	5611799	5611669
A00627:602:H3HGVDSX7:4:1110:11840:20682:CAG_CGC;size=3	gi|1282798539|gb|MG560142.1|	90.076	1.34e-38	171	N/A	N/A	131	4846259	4846129
A00627:602:H3HGVDSX7:4:1110:11840:20682:CAG_CGC;size=3	gi|1282798539|gb|MG560142.1|	90.076	1.34e-38	171	N/A	N/A	131	5607402	5607272
A00627:602:H3HGVDSX7:4:1110:11840:20682:CAG_CGC;size=3	gi|1282798539|gb|MG560142.1|	80.000	1.38e-13	87.9	N/A	N/A	130	2662077	2661955
A00627:602:H3HGVDSX7:4:1123:6587:35947:ATA_AGC;size=1	gi|264683478|gb|GU142949.1|	88.889	2.14e-66	263	N/A	N/A	216	55180	54967
A00627:602:H3HGVDSX7:4:1146:2094:31422:CCC_CCA;size=2	gi|1340435990|ref|XM_023889469.1|	80.255	4.91e-23	119	N/A	N/A	157	877	721
A00627:602:H3HGVDSX7:4:1104:21531:14951:AAA_CAA;size=6	gi|1251766202|dbj|AK447713.1|	90.722	2.76e-65	259	N/A	N/A	194	1186	1379
A00627:602:H3HGVDSX7:4:1103:15700:16376:CTT_CCC;size=1	gi|1435152821|ref|XM_025956995.1|	85.119	3.70e-39	172	N/A	N/A	168	1475	1308
A00627:602:H3HGVDSX7:4:1104:18231:11522:CTT_GAA;size=1	gi|1460397740|gb|MH051716.1|	86.345	7.64e-66	261	N/A	N/A	249	307283	307527
A00627:602:H3HGVDSX7:4:1106:30834:21292:TTC_CCC;size=1	gi|1162498744|ref|XM_008660726.2|	90.476	2.73e-70	276	N/A	N/A	210	1337	1128
A00627:602:H3HGVDSX7:4:1120:20103:31923:TAT_GAA;size=2	gi|1519154485|gb|MH285849.1|	100.000	5.46e-122	448	N/A	N/A	242	94587	94828
A00627:602:H3HGVDSX7:4:1120:20103:31923:TAT_GAA;size=2	gi|1519154485|gb|MH285849.1|	100.000	5.46e-122	448	N/A	N/A	242	122396	122155
A00627:602:H3HGVDSX7:4:1157:21558:29841:ATA_GGC;size=1	gi|1130627860|ref|XM_010910406.2|	90.323	2.30e-11	80.5	N/A	N/A	62	1168	1228
A00627:602:H3HGVDSX7:4:1105:27398:9831:TCG_CAC;size=1	gi|1190752754|gb|KY432787.1|	100.000	7.03e-121	444	N/A	N/A	240	101482	101243
A00627:602:H3HGVDSX7:4:1105:27398:9831:TCG_CAC;size=1	gi|1190752754|gb|KY432787.1|	100.000	1.30e-48	204	N/A	N/A	110	113932	114041
A00627:602:H3HGVDSX7:4:1131:30508:36260:CAT_CGC;size=1	gi|1435158445|ref|XM_025959962.1|	89.706	4.91e-13	86.1	N/A	N/A	68	2254	2321
A00627:602:H3HGVDSX7:4:1151:2971:20353:GCA_CGC;size=2	gi|1371063250|ref|XM_003564876.4|	85.597	1.65e-62	250	N/A	N/A	243	1308	1066
A00627:602:H3HGVDSX7:4:1104:20844:18114:TGA_CAC;size=1	gi|1435158921|ref|XM_025960220.1|	90.826	7.95e-31	145	N/A	N/A	109	2402	2510
A00627:602:H3HGVDSX7:4:1129:14805:16016:ATC_GAA;size=4	gi|111054372|gb|DQ777068.1|	100.000	4.92e-08	69.4	N/A	N/A	37	330	366
A00627:602:H3HGVDSX7:4:1115:18991:7263:CTT_CCC;size=1	gi|1256307467|ref|XM_012846954.2|	86.290	1.72e-27	134	N/A	N/A	124	252	374
A00627:602:H3HGVDSX7:4:1159:22598:6026:CCC_ACA;size=1	gi|690471896|emb|LN011650.1|	100.000	0.005	52.8	N/A	N/A	28	1647	1674
A00627:602:H3HGVDSX7:4:1165:10086:33990:TTT_CAC;size=1	gi|1149796157|ref|XM_020303421.1|	93.724	2.61e-95	359	N/A	N/A	239	2034	2272
A00627:602:H3HGVDSX7:4:1124:20491:20040:TCC_GAG;size=1	gi|1371046325|ref|XM_010238834.3|	88.235	3.71e-24	122	N/A	N/A	102	216	317
A00627:602:H3HGVDSX7:4:1124:15736:6386:TTC_AGC;size=1	gi|160218412|gb|EU227800.1|	88.199	1.00e-44	191	N/A	N/A	161	241	400
A00627:602:H3HGVDSX7:4:1145:30400:26960:CTA_CCC;size=1	gi|383100753|emb|HE774675.1|	89.691	3.71e-24	122	N/A	N/A	97	146067	145973
A00627:602:H3HGVDSX7:4:1161:29794:30295:AAA_ACG;size=1	gi|733581963|emb|LN713261.1|	94.737	2.95e-05	60.2	N/A	N/A	38	11835470	11835433
A00627:602:H3HGVDSX7:4:1112:8802:9846:CAC_CGC;size=1	gi|685042181|emb|LN590706.1|	96.875	0.005	52.8	N/A	N/A	32	7455958	7455928
A00627:602:H3HGVDSX7:4:1154:5511:20149:TCC_ACC;size=1	gi|1149706190|ref|XM_020323624.1|	89.247	1.63e-57	233	N/A	N/A	186	1950	1765
A00627:602:H3HGVDSX7:4:1115:2193:10770:TAT_GCA;size=3	gi|1190752754|gb|KY432787.1|	100.000	3.21e-119	438	N/A	N/A	237	94474	94238
A00627:602:H3HGVDSX7:4:1115:2193:10770:TAT_GCA;size=3	gi|1190752754|gb|KY432787.1|	100.000	3.21e-119	438	N/A	N/A	237	120810	121046
A00627:602:H3HGVDSX7:4:1107:16586:4225:TCC_GCC;size=1	gi|1435111606|ref|XM_025972102.1|	94.118	8.02e-11	78.7	N/A	N/A	51	1751	1701
A00627:602:H3HGVDSX7:4:1113:6940:5838:GTC_AAC;size=1	gi|188038087|gb|EU660897.1|	100.000	0.005	52.8	N/A	N/A	28	116513	116540
A00627:602:H3HGVDSX7:4:1162:3468:20243:ACT_GCC;size=1	gi|1190752754|gb|KY432787.1|	100.000	4.13e-118	435	N/A	N/A	235	101012	101246
A00627:602:H3HGVDSX7:4:1162:3468:20243:ACT_GCC;size=1	gi|1190752754|gb|KY432787.1|	100.000	4.13e-118	435	N/A	N/A	235	114272	114038
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	77.551	4.74e-18	102	N/A	N/A	196	14447587	14447400
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	81.061	2.20e-16	97.1	N/A	N/A	132	5574562	5574436
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	81.061	2.20e-16	97.1	N/A	N/A	132	11445372	11445498
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	81.061	2.20e-16	97.1	N/A	N/A	132	24198478	24198352
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	80.303	1.03e-14	91.6	N/A	N/A	132	8621230	8621356
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	80.303	1.03e-14	91.6	N/A	N/A	132	9019980	9020106
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	80.303	1.03e-14	91.6	N/A	N/A	132	14837379	14837505
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	80.153	3.69e-14	89.8	N/A	N/A	131	8469427	8469552
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	79.545	4.77e-13	86.1	N/A	N/A	132	9545640	9545514
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	84.444	4.77e-13	86.1	N/A	N/A	90	22756789	22756875
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	82.653	6.17e-12	82.4	N/A	N/A	98	9656067	9656161
A00627:602:H3HGVDSX7:4:1174:2157:21887:CTT_CGA;size=1	gi|1189419122|gb|CP018164.1|	83.333	2.22e-11	80.5	N/A	N/A	90	18192569	18192655
A00627:602:H3HGVDSX7:4:1112:26232:7341:CAT_GAG;size=2	gi|1371078014|ref|XM_003573933.3|	91.667	6.14e-12	82.4	N/A	N/A	60	1211	1152
A00627:602:H3HGVDSX7:4:1104:5981:9064:TAC_GCG;size=1	gi|1002863545|ref|XM_006658636.2|	89.683	7.66e-36	161	N/A	N/A	126	508	633
A00627:602:H3HGVDSX7:4:1105:30083:31829:GAA_CAC;size=1	gi|1371077688|ref|XM_010237628.3|	91.111	1.64e-42	183	N/A	N/A	135	2374	2240
A00627:602:H3HGVDSX7:4:1142:18304:12085:TAT_ACC;size=1	gi|300681517|emb|FN564434.1|	88.333	1.33e-08	71.3	N/A	N/A	60	2921634	2921692
A00627:602:H3HGVDSX7:4:1162:17526:7263:TCT_ACC;size=1	gi|472833546|gb|JX999996.1|	96.855	2.04e-66	263	N/A	N/A	159	649779	649625
A00627:602:H3HGVDSX7:4:1111:31250:20384:ATT_CAC;size=6	gi|1256607587|ref|XM_022827736.1|	88.412	5.61e-72	281	N/A	N/A	233	477	709
A00627:602:H3HGVDSX7:4:1127:22941:22310:GCA_AAG;size=6	gi|1149742887|ref|XM_020339359.1|	87.826	4.37e-68	268	N/A	N/A	230	541	769
A00627:602:H3HGVDSX7:4:1131:8178:5948:CCC_CCC;size=1	gi|359359017|gb|HQ827834.1|	89.773	9.59e-55	224	N/A	N/A	176	355499	355326
A00627:602:H3HGVDSX7:4:1129:17164:29684:ATT_TCC;size=1	gi|1189419118|gb|CP018160.1|	94.000	1.19e-78	303	N/A	N/A	200	32332744	32332943
A00627:602:H3HGVDSX7:4:1118:13503:4805:TTC_CAC;size=1	gi|242382484|emb|FP091726.1|	87.879	1.59e-57	233	N/A	N/A	198	445	642
A00627:602:H3HGVDSX7:4:1119:4047:32456:TCT_CGG;size=1	gi|1256508186|ref|XM_004964695.3|	88.776	4.63e-23	119	N/A	N/A	98	669	573
A00627:602:H3HGVDSX7:4:1159:32931:28369:CAA_AGA;size=1	gi|188038087|gb|EU660897.1|	100.000	3.68e-04	56.5	N/A	N/A	30	116511	116540
A00627:602:H3HGVDSX7:4:1102:12418:21966:GTT_CCC;size=1	gi|1537016570|emb|LR131936.1|	100.000	0.005	52.8	N/A	N/A	28	15150617	15150644
A00627:602:H3HGVDSX7:4:1102:14335:25535:CCC_CGA;size=1	gi|1149729441|ref|XM_020334628.1|	83.913	1.23e-53	220	N/A	N/A	230	1320	1091
A00627:602:H3HGVDSX7:4:1104:29297:32659:ACT_GGG;size=1	gi|1149840967|ref|XM_020320795.1|	91.753	4.58e-28	135	N/A	N/A	97	489	585
A00627:602:H3HGVDSX7:4:1103:7591:11631:TAA_GAG;size=5	gi|902284430|gb|KP325327.1|	98.438	4.18e-88	335	N/A	N/A	192	276	464
A00627:602:H3HGVDSX7:4:1126:10330:31250:CTC_ACG;size=1	gi|1371067996|ref|XM_003568148.4|	93.519	7.51e-36	161	N/A	N/A	108	269	376
A00627:602:H3HGVDSX7:4:1147:30861:34648:CTT_CAA;size=1	gi|1147578897|ref|XM_020237616.1|	96.875	0.001	54.7	N/A	N/A	32	409	440
A00627:602:H3HGVDSX7:4:1110:21712:14732:TCT_ACG;size=3	gi|478246249|emb|HF541873.1|	85.965	7.25e-61	244	N/A	N/A	228	79818	80045
A00627:602:H3HGVDSX7:4:1156:5150:8061:TTC_CCC;size=1	gi|1435120982|ref|XM_025943735.1|	86.765	5.85e-32	148	N/A	N/A	136	1022	890
A00627:602:H3HGVDSX7:4:1105:23231:15671:ATA_CAA;size=1	gi|1371070923|ref|XM_010233845.3|	94.118	1.28e-18	104	N/A	N/A	68	994	927
A00627:602:H3HGVDSX7:4:1109:31964:9784:ATT_ACG;size=2	gi|1282797651|gb|MG560141.1|	84.821	2.61e-55	226	N/A	N/A	224	4393376	4393599
A00627:602:H3HGVDSX7:4:1102:27868:3850:CCT_GCC;size=1	gi|1371086020|ref|XM_014903300.2|	89.888	5.87e-22	115	N/A	N/A	89	3732	3820
A00627:602:H3HGVDSX7:4:1105:21576:25144:CTC_AAG;size=2	gi|198042070|gb|AC232339.1|	85.227	3.54e-14	89.8	N/A	N/A	88	65597	65683
A00627:602:H3HGVDSX7:4:1112:19623:32784:GCT_ACA;size=1	gi|1189419121|gb|CP018163.1|	86.897	7.36e-36	161	N/A	N/A	145	29329230	29329086
A00627:602:H3HGVDSX7:4:1127:16676:9298:ACC_CGC;size=5	gi|530279624|gb|KF184948.1|	83.036	5.85e-17	99.0	N/A	N/A	112	81107	80997
A00627:602:H3HGVDSX7:4:1109:26747:18035:GGA_GCC;size=1	gi|1239725805|gb|CP023116.1|	81.818	2.14e-06	63.9	N/A	N/A	77	27081992	27082067
A00627:602:H3HGVDSX7:4:1107:5023:16955:CAA_GGC;size=3	gi|1189419118|gb|CP018160.1|	94.286	3.50e-19	106	N/A	N/A	70	12322264	12322196
A00627:602:H3HGVDSX7:4:1107:5023:16955:CAA_GGC;size=3	gi|1189419118|gb|CP018160.1|	83.810	7.57e-16	95.3	N/A	N/A	105	9336436	9336333
A00627:602:H3HGVDSX7:4:1107:5023:16955:CAA_GGC;size=3	gi|1189419118|gb|CP018160.1|	81.553	5.90e-12	82.4	N/A	N/A	103	20273002	20273103
A00627:602:H3HGVDSX7:4:1126:32615:7780:CTA_CGG;size=2	gi|1189419116|gb|CP018158.1|	90.741	3.55e-09	73.1	N/A	N/A	54	14222283	14222336
A00627:602:H3HGVDSX7:4:1101:22254:27665:TCT_CCC;size=3	gi|1189419118|gb|CP018160.1|	92.857	1.63e-17	100	N/A	N/A	70	12322264	12322196
A00627:602:H3HGVDSX7:4:1101:22254:27665:TCT_CCC;size=3	gi|1189419118|gb|CP018160.1|	82.569	9.80e-15	91.6	N/A	N/A	109	9336436	9336329
A00627:602:H3HGVDSX7:4:1101:22254:27665:TCT_CCC;size=3	gi|1189419118|gb|CP018160.1|	80.000	5.90e-12	82.4	N/A	N/A	115	20273002	20273115
A00627:602:H3HGVDSX7:4:1107:6280:9361:ATT_CAC;size=1	gi|1189419118|gb|CP018160.1|	91.429	7.57e-16	95.3	N/A	N/A	70	12322264	12322196
A00627:602:H3HGVDSX7:4:1107:6280:9361:ATT_CAC;size=1	gi|1189419118|gb|CP018160.1|	83.333	4.56e-13	86.1	N/A	N/A	96	9336423	9336329
A00627:602:H3HGVDSX7:4:1107:6280:9361:ATT_CAC;size=1	gi|1189419118|gb|CP018160.1|	82.222	2.74e-10	76.8	N/A	N/A	90	20273027	20273115
A00627:602:H3HGVDSX7:4:1116:21522:28087:TAT_ACG;size=1	gi|1335032119|gb|MG680924.1|	84.286	1.65e-07	67.6	N/A	N/A	70	12438	12506
A00627:602:H3HGVDSX7:4:1126:12011:22482:CAG_CCC;size=1	gi|937937345|dbj|AP014967.1|	83.929	5.57e-52	215	N/A	N/A	224	3521376	3521153
A00627:602:H3HGVDSX7:4:1126:12011:22482:CAG_CCC;size=1	gi|937937345|dbj|AP014967.1|	83.556	3.35e-49	206	N/A	N/A	225	3660781	3660557
A00627:602:H3HGVDSX7:4:1102:15971:4225:AAC_AAA;size=2	gi|1205940383|ref|XM_002457438.2|	88.344	2.01e-46	196	N/A	N/A	163	959	797
A00627:602:H3HGVDSX7:4:1128:26901:33051:CAC_AGC;size=1	gi|1435111606|ref|XM_025972102.1|	92.157	3.53e-09	73.1	N/A	N/A	51	1751	1701
A00627:602:H3HGVDSX7:4:1152:27489:18223:ACA_CCG;size=1	gi|55741046|gb|AY664414.1|	92.683	9.88e-05	58.4	N/A	N/A	41	320888	320848
A00627:602:H3HGVDSX7:4:1111:12545:15389:CCA_CCA;size=3	gi|1297075411|gb|CP024785.1|	100.000	0.001	54.7	N/A	N/A	29	7071991	7072019
